tweet_id~twitter_handle~parent_tweet_id~tweet~tweet_time~location
1643781456513368064~1596890491240554497~None~"RT @UtdPlug: 🚨🇦🇷 JUST IN: 

Manchester United, Liverpool and Arsenal have specific interest in signing Alexis Mac Allister in the next tran…"~2023-04-06 01:03:33+00:00~somewhere 
1643781451500994567~1266596292064665600~None~Carlo just changed the system recently by playing Rodrigo as a 10.. most Madrid games,  vini suffers from no suppor… https://t.co/qOeUJbqVqc~2023-04-06 01:03:32+00:00~London, England
1643781419246800897~855512021063872514~None~RT @Super70sSports: Can we get this motherfucker back on the roster? What the fuck did he ever do wrong to lose his job? https://t.co/C44eW…~2023-04-06 01:03:24+00:00~
1643781386137137152~1272400389258829824~None~"RT @Harmless12345: Peter Obi is a master in this political game. He doesn't talk too much; silence is his greatest arsenal. 

He only comes…"~2023-04-06 01:03:17+00:00~Lagos, Nigeria
1643781376963952640~1572871792200454146~None~"RT @Harmless12345: Peter Obi is a master in this political game. He doesn't talk too much; silence is his greatest arsenal. 

He only comes…"~2023-04-06 01:03:14+00:00~Lagos, Nigeria
1643781365014601731~1584678484236197888~1643780088264298496~@Rujiel @theprism89 @JoeBiden The fact that it has been used for exactly that implies that A) you're wrong and B) t… https://t.co/cc3p1RG0QC~2023-04-06 01:03:12+00:00~
1643781349285691392~1640918915499843584~None~RT @gyaigyimii: It’s Fridayyy which means one thing😂😂 Spooky is on his way to Accra to watch an Arsenal game https://t.co/Zc87plS8gs~2023-04-06 01:03:08+00:00~
1643781342679781377~731048010~None~RT @josh_obodai: I cannot wait for Sunday man @Arsenal https://t.co/uJFx9LVUX9~2023-04-06 01:03:06+00:00~
1643781323612618753~35721910~1643757793034514432~@scottjwillis Arsenal’s success is a combination of various factors such as hard work, dedication, strategic thinki… https://t.co/FY2n1eiZgy~2023-04-06 01:03:02+00:00~London, England
1643781299361005569~1183709400~None~RT @AFC_Fazeel: Arsenal not here  https://t.co/DZ7SLftjN6~2023-04-06 01:02:56+00:00~
1643781292100599809~1492972880518385669~None~RT @gyaigyimii: By the way Arsenal won’t win the league~2023-04-06 01:02:54+00:00~GHANA
1643781277475282944~1340730842025484294~1643749947295281153~@856Noah Not too late to jump on the Arsenal bandwagon. I won’t judge. 😂 #COYG~2023-04-06 01:02:51+00:00~
1643781237985665024~1194236524247863296~None~RT @afcstuff: Arsenal midfielder Mohamed Elneny - ruled out of the rest of the season through injury - making the pilgrimage to Mecca durin…~2023-04-06 01:02:41+00:00~
1643781230142558209~2781888277~None~RT @kendrickmclare1: @DeadlineDayLive @David_Ornstein Todd is copying exactly what Arsenal did with Arteta, Whilshere and BFG lol.~2023-04-06 01:02:39+00:00~
1643781227068166146~1410337551316103175~None~RT @AlbicelesteTalk: (🌕) JUST IN: Manchester United, Liverpool and Arsenal have specific interest in signing Alexis Mac Allister in the nex…~2023-04-06 01:02:39+00:00~
1643781179911331841~517731325~None~RT @afcstuff: Arsenal midfielder Mohamed Elneny - ruled out of the rest of the season through injury - making the pilgrimage to Mecca durin…~2023-04-06 01:02:27+00:00~Copperbelt, kitwe
1643781123179200512~705622511~None~Arsenal is a sellout every week https://t.co/11MivHbmed~2023-04-06 01:02:14+00:00~
1643781095828103177~4012600090~None~"RT @PLforIndia: The man who has changed everything 🔥 

@Arsenal | @m8arteta https://t.co/kaurnMBfbL"~2023-04-06 01:02:07+00:00~Port Harcourt, Nigeria
1643781076492464128~1449825660881494021~1643780895898214402~If he only wants Arsenal we can have so much power in the negotiations.~2023-04-06 01:02:03+00:00~
1643781065373278209~1272931516117549056~None~2-2 with the game on the line and the Martian death ray pointed at Earth gimme...ARSENAL https://t.co/ZQni2csYBW~2023-04-06 01:02:00+00:00~
1643781044120739842~1363919330~None~RT @scrapytweets: Moises Caicedo likes another Arsenal post on IG 👀 https://t.co/suQjpPfV40~2023-04-06 01:01:55+00:00~Abuja, Nigeria
1643781035891785730~1533572300099833858~None~"SD Gooners x Padres shirts!

PREORDER ONLY. 

Preorder here: https://t.co/0kQ5T1gaUp. 

Orders will be confirmed &amp;… https://t.co/9JMLvKioLt"~2023-04-06 01:01:53+00:00~San Diego, CA
1643781035665272832~2868569237~None~"RT @TheN5News: 🇫🇷 Thierry Henry's £11m move to Arsenal in 1999 has been voted the Premier League's greatest ever transfer.

It’s hard to ar…"~2023-04-06 01:01:53+00:00~Nairobi, Kenya
1643781025762537476~1485869119~None~RT @_ArsenalArabic: London is blue~2023-04-06 01:01:51+00:00~Wherever I roam, Egypt.
1643781019701506049~1638079150823993344~None~RT @centredevils: 🚨🚨🌕| JUST IN: #mufc, Liverpool and Arsenal have specific interest in signing Alexis Mac Allister in the next transfer win…~2023-04-06 01:01:49+00:00~
1643781007236116481~589060680~None~"RT @Harmless12345: Peter Obi is a master in this political game. He doesn't talk too much; silence is his greatest arsenal. 

He only comes…"~2023-04-06 01:01:46+00:00~Lagos, Nigeria
1643781005210181632~2335394287~None~One day without arsenal fans being complete idiots would be nice https://t.co/RmYPERmiWD~2023-04-06 01:01:46+00:00~arguing with SlabHeadBurner
1643780995286728704~1274136579703963653~None~RT @afcstuff: Arsenal midfielder Mohamed Elneny - ruled out of the rest of the season through injury - making the pilgrimage to Mecca durin…~2023-04-06 01:01:43+00:00~Preston, England
1643780950915174406~1586525378495275008~None~"RT @TheJesusZone: Arsenal’s next six fixtures:

Liverpool 2-3 Arsenal 
West Ham 1-4 Arsenal 
Arsenal 3-0 Southampton 
Manchester City 3-2 A…"~2023-04-06 01:01:33+00:00~
1643780949577203712~3087412307~None~RT @Yaw_Ampofo_: Thomas Partey has touched the ball 1,854 times for Arsenal this season, he ranks 4th for touches made this season for Arse…~2023-04-06 01:01:33+00:00~Accra, Ghana
1643780943193227264~1425525989484945410~None~@BukayoSaka87 A signed Arsenal jersey from you once we win the league will be highly appreciated.~2023-04-06 01:01:31+00:00~
1643780942127833089~2868569237~None~RT @TheN5News: David Rocastle and Michael Thomas with the Littlewoods Cup beating Liverpool 2-1 at Wembley Stadium, London, 5th April 1987.…~2023-04-06 01:01:31+00:00~Nairobi, Kenya
1643780918077964288~1230964652890148866~None~"RT @afcstuff: Mikel Arteta: Arsenal manager &amp; former club captain. 🇪🇸

Edu Gaspar: Arsenal sporting director &amp; Invincible. 🇧🇷

Per Mertesac…"~2023-04-06 01:01:25+00:00~
1643780905582878726~2868569237~None~RT @1kevincampbell: Two of my Arsenal Brothers and such great lads too ⭐️🙏🏿❤️⚽️👍🏿⭐️👏🏿👏🏿👏🏿💯~2023-04-06 01:01:22+00:00~Nairobi, Kenya
1643780895214653442~1572089770834001920~None~RT @ArsenalBuzzCom: 🗣️| Ian Wright on #LIVARS: “If we can beat them – which I think we can – then I’m starting to get very excited. I’m exc…~2023-04-06 01:01:20+00:00~
1643780853510688768~1183709400~None~RT @AFC_Fazeel: “Why do we always have to make it about Arsenal” of course we will make everything about Arsenal. We have been disrespected…~2023-04-06 01:01:10+00:00~
1643780849534476289~1555492423622705155~None~"RT @Harmless12345: Peter Obi is a master in this political game. He doesn't talk too much; silence is his greatest arsenal. 

He only comes…"~2023-04-06 01:01:09+00:00~somewhere in my feelings
1643780809596497920~2655940234~None~"RT @sheila_gooner: Arsenal’s Myles Lewis-Skelly is deciding games and doing ‘things you can’t coach’ - The Athletic
Myles is another very y…"~2023-04-06 01:00:59+00:00~Blantyre, Malawi
1643780802113830913~2758957696~None~RT @TheArsenal1913: Alexander Hleb was such a joy to watch https://t.co/5uYnHMki2X~2023-04-06 01:00:57+00:00~Finsbury Park
1643780770991947778~225112743~None~RT @RyanMKIV: Tottenham Hotspur didn’t become a London club until the area they’re in, Middlesex, became an official London Borough in 1965…~2023-04-06 01:00:50+00:00~Porto Alegre, Brasil
1643780759537217536~1168635771357749249~1643615232940449792~@CFCA1_ @AFTVMedia Fun fact, 8-9 games to go and Chelsea can mathematically not finish above Arsenal 😳 MIND THE GAP~2023-04-06 01:00:47+00:00~
1643780758098829312~507155351~None~"RT @Gunnersc0m: Frank Lampard back at Chelsea?

Throwback to Gabriel Martinelli scoring THAT goal against his team at Stamford Bridge 💫🔴…"~2023-04-06 01:00:47+00:00~Pulau Pinang, Malaysia
1643780757020725248~460984861~None~"RT @Harmless12345: Peter Obi is a master in this political game. He doesn't talk too much; silence is his greatest arsenal. 

He only comes…"~2023-04-06 01:00:47+00:00~Puerto Real, España
1643780746081968128~222810941~None~RT @STFootball10: The best way to judge a team is to find the anitdote to that team's system and see how they play against them — will give…~2023-04-06 01:00:44+00:00~
1643780720630935560~1359922852753981441~1643740758384742402~"@Garfiebabyy GOONER means ""Porn Addict"" and ""Arsenal Supporter."""~2023-04-06 01:00:38+00:00~
1643780711961313281~1294051078619701254~None~"RT @Gunnersc0m: Gary Neville on Liverpool: ""It’s for certain if they were to give Arsenal the chances they’ve given Chelsea tonight, they w…"~2023-04-06 01:00:36+00:00~
1643780693619798016~905838814924603392~None~"RT @TheJesusZone: Arsenal’s next six fixtures:

Liverpool 2-3 Arsenal 
West Ham 1-4 Arsenal 
Arsenal 3-0 Southampton 
Manchester City 3-2 A…"~2023-04-06 01:00:31+00:00~Lausanne, Switzerland
1643780669292642306~1582299311920058374~None~RT @dmt_eagle: @EditsByDanny @Arsenal @JackWilshere @ArsenalAcademy Keep it up #AFC ♾️~2023-04-06 01:00:26+00:00~London, England
1643780663806504960~776579298~None~My New Arsenal Jersey and i will be wearing it on Sunday for the game against Liverpool.… https://t.co/8BQdeEVHZG~2023-04-06 01:00:24+00:00~Everywhere Arsenal fans are.
1643780657854943232~1465896420079456256~None~"RT @ElizaCrichtonS: Other web3 news TODAY April 4th:

🥃 @JackDaniels_US enters Web3

💎 @Gucci to release a limited edition phygital pendant…"~2023-04-06 01:00:23+00:00~
1643780650472800258~1363919330~None~"RT @afcstuff: Arsenal are among the clubs interested in Southampton midfielder Romeo Lavia. 

Arsenal are also still ‘very keen’ on Brighto…"~2023-04-06 01:00:21+00:00~Abuja, Nigeria
1643780641639522305~724279225~1643710857220616193~@Hewhoishere @sassmouthinTx @davidhogg111 Charging for the gun by itself could be a punishment of the poor, using y… https://t.co/SjmF4N85cZ~2023-04-06 01:00:19+00:00~Mid-Hudson Valley, NY
1643780631833243649~581648203~None~Arsenal suffer Saliba injury blow ahead of huge Premier League clash at Liverpool https://t.co/1p9WCEFj3x https://t.co/IxqHsAn0K6~2023-04-06 01:00:17+00:00~
1643780617757138946~1372398014665478151~1643682307922960408~@AJES1990 @BFordLancer48 @JohnTerry26 John Terry is a good Academy manager. They should stick to this Arsenal esq f… https://t.co/Ws2VmCj8BT~2023-04-06 01:00:13+00:00~Exam Hall
1643780609263673348~282190603~None~RT @MCCOYouth: Join @IPSSchools Wednesday, April 12, 2023, from 5:30–7:30 p.m. at Arsenal Tech for the Summer Program Resource Fair. Famili…~2023-04-06 01:00:11+00:00~indianapolis, indiana
1643780598488797185~1572089770834001920~None~RT @ArsenalBuzzCom: 🗣️| John Barnes: “Ben White has given Arsenal some defensive strength. Arsenal has been a bit thrills at the back previ…~2023-04-06 01:00:09+00:00~
1643780582428786688~914050630737465345~None~India’s Defense Plans Fall Victim to Putin’s War - Russian weapons dominate India’s arsenal, but Moscow can no long… https://t.co/WsOua1QhIA~2023-04-06 01:00:05+00:00~Bharat
